shrimp,almonds,avocado,vegetables mix,green grapes,whole weat flour,yams,cottage cheese,energy drink,tomato juice,low fat yogurt,green tea,honey,salad,mineral water,salmon,antioxydant juice,frozen smoothie,spinach,olive oil,723
soup,milk,,,,,,,,,,,,,,,,,,,654
tomatoes,french fries,,,,,,,,,,,,,,,,,,,753
mint green tea,candy bars,,,,,,,,,,,,,,,,,,,717
turkey,,,,,,,,,,,,,,,,,,,,112
herb & pepper,milk,chicken,vegetables mix,cereals,low fat yogurt,,,,,,,,,,,,,,,304
soup,butter,chocolate,,,,,,,,,,,,,,,,,,889
red wine,mineral water,soup,avocado,eggs,oil,corn,chocolate bread,french fries,body spray,fresh bread,green tea,,,,,,,,,562
shrimp,ground beef,pepper,mineral water,whole wheat rice,,,,,,,,,,,,,,,,166
eggs,french fries,strawberries,,,,,,,,,,,,,,,,,,89
escalope,,,,,,,,,,,,,,,,,,,,751
grated cheese,frozen vegetables,,,,,,,,,,,,,,,,,,,973
chicken,muffins,cake,yogurt cake,,,,,,,,,,,,,,,,,336
frozen vegetables,tomatoes,mineral water,cake,,,,,,,,,,,,,,,,,446
energy bar,,,,,,,,,,,,,,,,,,,,347
grated cheese,ground beef,whole wheat rice,cake,,,,,,,,,,,,,,,,,156
burgers,grated cheese,mineral water,cake,,,,,,,,,,,,,,,,,895
milk,cookies,white wine,,,,,,,,,,,,,,,,,,101
ham,pickles,spaghetti,eggs,whole wheat rice,french fries,champagne,,,,,,,,,,,,,,119
frozen vegetables,whole wheat rice,energy drink,,,,,,,,,,,,,,,,,,3
red wine,spaghetti,mineral water,cream,oil,chicken,extra dark chocolate,cookies,,,,,,,,,,,,,363
ground beef,spaghetti,milk,eggs,chocolate,pancakes,fresh bread,,,,,,,,,,,,,,551
chocolate,mineral water,olive oil,eggs,honey,frozen smoothie,sparkling water,candy bars,,,,,,,,,,,,,576
avocado,whole wheat rice,,,,,,,,,,,,,,,,,,,817
green tea,,,,,,,,,,,,,,,,,,,,241
tomatoes,flax seed,chicken,green tea,chocolate,cottage cheese,,,,,,,,,,,,,,,18
burgers,spaghetti,bug spray,babies food,low fat yogurt,,,,,,,,,,,,,,,,892
burgers,spaghetti,mineral water,milk,french fries,,,,,,,,,,,,,,,,595
shrimp,champagne,,,,,,,,,,,,,,,,,,,396
chocolate,,,,,,,,,,,,,,,,,,,,839
cake,,,,,,,,,,,,,,,,,,,,75
burgers,eggs,low fat yogurt,green tea,,,,,,,,,,,,,,,,,797
burgers,black tea,escalope,,,,,,,,,,,,,,,,,,267
mineral water,eggs,,,,,,,,,,,,,,,,,,,438
dessert wine,mineral water,milk,flax seed,strong cheese,honey,,,,,,,,,,,,,,,547
chocolate,,,,,,,,,,,,,,,,,,,,974
herb & pepper,,,,,,,,,,,,,,,,,,,,327
antioxydant juice,escalope,,,,,,,,,,,,,,,,,,,787
ham,shrimp,tomatoes,ground beef,chocolate,,,,,,,,,,,,,,,,237
escalope,honey,,,,,,,,,,,,,,,,,,,143
mineral water,fromage blanc,cider,eggs,,,,,,,,,,,,,,,,,191
vegetables mix,honey,frozen smoothie,,,,,,,,,,,,,,,,,,716
avocado,milk,cereals,fresh bread,,,,,,,,,,,,,,,,,360
parmesan cheese,spaghetti,french fries,cookies,,,,,,,,,,,,,,,,,845
eggs,chicken,green tea,french fries,,,,,,,,,,,,,,,,,788
burgers,ham,tomatoes,spaghetti,hot dogs,fresh bread,,,,,,,,,,,,,,,856
burgers,energy bar,eggs,,,,,,,,,,,,,,,,,,183
chocolate,fresh bread,,,,,,,,,,,,,,,,,,,755
chocolate,frozen smoothie,cottage cheese,,,,,,,,,,,,,,,,,,754
mineral water,chocolate,mashed potato,brownies,,,,,,,,,,,,,,,,,263
eggs,,,,,,,,,,,,,,,,,,,,475
eggs,french fries,,,,,,,,,,,,,,,,,,,798
shrimp,whole wheat pasta,milk,chocolate,french fries,frozen smoothie,pancakes,energy drink,green tea,,,,,,,,,,,,444
eggs,cake,green tea,,,,,,,,,,,,,,,,,,2
grated cheese,pepper,pancakes,cake,french fries,green tea,,,,,,,,,,,,,,,86
mineral water,salmon,,,,,,,,,,,,,,,,,,,638
escalope,,,,,,,,,,,,,,,,,,,,858
chocolate,,,,,,,,,,,,,,,,,,,,751
energy drink,mayonnaise,,,,,,,,,,,,,,,,,,,446
whole wheat pasta,milk,olive oil,,,,,,,,,,,,,,,,,,300
avocado,french fries,,,,,,,,,,,,,,,,,,,679
fresh tuna,pepper,tomato sauce,sandwich,,,,,,,,,,,,,,,,,323
grated cheese,frozen vegetables,french wine,cooking oil,french fries,escalope,fresh bread,,,,,,,,,,,,,,627
cereals,champagne,,,,,,,,,,,,,,,,,,,749
mineral water,whole wheat rice,cooking oil,french fries,escalope,,,,,,,,,,,,,,,,867
cooking oil,frozen smoothie,mushroom cream sauce,,,,,,,,,,,,,,,,,,391
mineral water,,,,,,,,,,,,,,,,,,,,374
mineral water,avocado,green tea,chocolate,,,,,,,,,,,,,,,,,476
spaghetti,eggs,,,,,,,,,,,,,,,,,,,527
pancakes,,,,,,,,,,,,,,,,,,,,461
cookies,,,,,,,,,,,,,,,,,,,,434
burgers,champagne,fresh bread,,,,,,,,,,,,,,,,,,815
fresh tuna,ground beef,olive oil,ketchup,,,,,,,,,,,,,,,,,249
mineral water,,,,,,,,,,,,,,,,,,,,399
spaghetti,meatballs,vegetables mix,muffins,cake,,,,,,,,,,,,,,,,763
burgers,salmon,eggs,french fries,mushroom cream sauce,,,,,,,,,,,,,,,,706
escalope,,,,,,,,,,,,,,,,,,,,79
champagne,fresh bread,,,,,,,,,,,,,,,,,,,37
whole wheat rice,,,,,,,,,,,,,,,,,,,,44
olive oil,cooking oil,cottage cheese,,,,,,,,,,,,,,,,,,915
frozen vegetables,olive oil,oatmeal,,,,,,,,,,,,,,,,,,24
shrimp,tomatoes,,,,,,,,,,,,,,,,,,,351
tomatoes,french fries,sandwich,,,,,,,,,,,,,,,,,,203
brownies,energy drink,,,,,,,,,,,,,,,,,,,367
frozen vegetables,spaghetti,mineral water,whole wheat rice,cooking oil,chocolate bread,whole weat flour,brownies,,,,,,,,,,,,,533
turkey,shrimp,tomatoes,meatballs,energy bar,vegetables mix,whole wheat rice,carrots,green tea,,,,,,,,,,,,257
burgers,eggs,chicken,chocolate,french fries,frozen smoothie,champagne,babies food,,,,,,,,,,,,,54
turkey,burgers,soup,fromage blanc,french fries,cookies,,,,,,,,,,,,,,,998
soup,green tea,escalope,,,,,,,,,,,,,,,,,,479
ham,shrimp,milk,whole wheat rice,cereals,chocolate,pancakes,fresh bread,,,,,,,,,,,,,474
spaghetti,mineral water,spinach,honey,cake,french fries,frozen smoothie,energy drink,,,,,,,,,,,,,309
mineral water,,,,,,,,,,,,,,,,,,,,199
pancakes,,,,,,,,,,,,,,,,,,,,295
tomatoes,olive oil,,,,,,,,,,,,,,,,,,,870
spaghetti,mineral water,barbecue sauce,yogurt cake,salad,,,,,,,,,,,,,,,,290
burgers,spaghetti,avocado,milk,flax seed,french wine,cider,chocolate,frozen smoothie,green tea,,,,,,,,,,,363
hot dogs,,,,,,,,,,,,,,,,,,,,463
cooking oil,light mayo,,,,,,,,,,,,,,,,,,,371
mineral water,eggs,bug spray,,,,,,,,,,,,,,,,,,394
turkey,burgers,spaghetti,honey,carrots,brownies,green tea,,,,,,,,,,,,,,668
mineral water,,,,,,,,,,,,,,,,,,,,470
mineral water,black tea,almonds,,,,,,,,,,,,,,,,,,797
whole wheat rice,french fries,cookies,fresh bread,green tea,,,,,,,,,,,,,,,,629
oil,french fries,champagne,cookies,hot dogs,light mayo,tomato juice,green tea,,,,,,,,,,,,,570
shallot,,,,,,,,,,,,,,,,,,,,239
eggs,ham,,,,,,,,,,,,,,,,,,,198
chocolate,,,,,,,,,,,,,,,,,,,,19
shrimp,ground beef,cooking oil,cereals,green tea,,,,,,,,,,,,,,,,687
mineral water,avocado,meatballs,milk,cake,cooking oil,chocolate,french fries,,,,,,,,,,,,,887
turkey,herb & pepper,ground beef,mineral water,chocolate,milk,eggs,blueberries,honey,,,,,,,,,,,,554
french fries,,,,,,,,,,,,,,,,,,,,518
ham,spaghetti,,,,,,,,,,,,,,,,,,,791
burgers,energy bar,almonds,eggs,french fries,green tea,,,,,,,,,,,,,,,384
burgers,ham,avocado,eggs,mint green tea,french fries,cookies,,,,,,,,,,,,,,13
pancakes,,,,,,,,,,,,,,,,,,,,589
cookies,,,,,,,,,,,,,,,,,,,,478
escalope,low fat yogurt,,,,,,,,,,,,,,,,,,,224
dessert wine,ground beef,spaghetti,fromage blanc,cake,chicken,protein bar,,,,,,,,,,,,,,924
cake,cottage cheese,,,,,,,,,,,,,,,,,,,320
herb & pepper,red wine,spaghetti,eggs,chicken,champagne,tomato juice,low fat yogurt,,,,,,,,,,,,,162
cookies,low fat yogurt,,,,,,,,,,,,,,,,,,,691
low fat yogurt,,,,,,,,,,,,,,,,,,,,957
burgers,eggs,,,,,,,,,,,,,,,,,,,460
shrimp,tomatoes,ground beef,butter,green tea,toothpaste,,,,,,,,,,,,,,,965
cookies,,,,,,,,,,,,,,,,,,,,292
eggs,whole wheat rice,,,,,,,,,,,,,,,,,,,153
cookies,,,,,,,,,,,,,,,,,,,,693
turkey,mineral water,eggs,low fat yogurt,,,,,,,,,,,,,,,,,876
turkey,burgers,ham,frozen vegetables,whole wheat rice,chocolate,,,,,,,,,,,,,,,239
french fries,escalope,,,,,,,,,,,,,,,,,,,22
ham,chocolate,ground beef,pepper,mineral water,french fries,,,,,,,,,,,,,,,180
champagne,,,,,,,,,,,,,,,,,,,,619
burgers,spaghetti,,,,,,,,,,,,,,,,,,,954
whole wheat rice,rice,oil,cooking oil,french fries,low fat yogurt,,,,,,,,,,,,,,,440
french wine,rice,french fries,brownies,,,,,,,,,,,,,,,,,877
avocado,milk,,,,,,,,,,,,,,,,,,,158
green tea,,,,,,,,,,,,,,,,,,,,138
spaghetti,flax seed,french fries,,,,,,,,,,,,,,,,,,993
turkey,burgers,mineral water,meatballs,milk,almonds,french wine,eggs,cake,carrots,low fat yogurt,,,,,,,,,,112
grated cheese,mineral water,rice,frozen smoothie,,,,,,,,,,,,,,,,,789
milk,eggs,,,,,,,,,,,,,,,,,,,568
herb & pepper,shrimp,ground beef,milk,olive oil,whole wheat rice,fresh bread,low fat yogurt,,,,,,,,,,,,,496
fresh tuna,almonds,,,,,,,,,,,,,,,,,,,424
turkey,frozen vegetables,spaghetti,eggs,chocolate,french fries,frozen smoothie,hot dogs,brownies,,,,,,,,,,,,375
red wine,spaghetti,carrots,,,,,,,,,,,,,,,,,,844
champagne,,,,,,,,,,,,,,,,,,,,168
yams,cake,,,,,,,,,,,,,,,,,,,640
energy drink,,,,,,,,,,,,,,,,,,,,643
cereals,champagne,salad,,,,,,,,,,,,,,,,,,120
pickles,turkey,parmesan cheese,pepper,spaghetti,mineral water,meatballs,milk,olive oil,french wine,salmon,frozen smoothie,fresh bread,,,,,,,,952
grated cheese,herb & pepper,tomatoes,ground beef,mineral water,rice,low fat yogurt,,,,,,,,,,,,,,53
grated cheese,frozen vegetables,milk,salmon,eggs,cooking oil,corn,,,,,,,,,,,,,,755
ground beef,tomato sauce,spaghetti,,,,,,,,,,,,,,,,,,754
frozen vegetables,eggs,champagne,,,,,,,,,,,,,,,,,,532
grated cheese,mineral water,eggs,protein bar,tomato juice,fresh bread,,,,,,,,,,,,,,,73
escalope,,,,,,,,,,,,,,,,,,,,879
mineral water,honey,,,,,,,,,,,,,,,,,,,656
meatballs,,,,,,,,,,,,,,,,,,,,451
burgers,ham,eggs,whole wheat rice,ham,french fries,cookies,green tea,,,,,,,,,,,,,601
mineral water,chocolate,chicken,,,,,,,,,,,,,,,,,,131
mineral water,chocolate,french fries,strawberries,,,,,,,,,,,,,,,,,87
champagne,,,,,,,,,,,,,,,,,,,,448
brownies,,,,,,,,,,,,,,,,,,,,775
red wine,olive oil,chicken,eggs,rice,eggplant,sparkling water,,,,,,,,,,,,,,984
champagne,,,,,,,,,,,,,,,,,,,,530
cookies,,,,,,,,,,,,,,,,,,,,648
turkey,chocolate,red wine,spaghetti,avocado,butter,oil,green beans,body spray,,,,,,,,,,,,452
ground beef,clothes accessories,chocolate,,,,,,,,,,,,,,,,,,72
muffins,sandwich,,,,,,,,,,,,,,,,,,,94
fromage blanc,french fries,escalope,pasta,mushroom cream sauce,fresh bread,,,,,,,,,,,,,,,334
frozen vegetables,melons,,,,,,,,,,,,,,,,,,,745
fresh tuna,shrimp,frozen vegetables,tomatoes,fromage blanc,honey,green tea,,,,,,,,,,,,,,962
burgers,red wine,tomatoes,ground beef,mineral water,pancakes,,,,,,,,,,,,,,,587
spaghetti,,,,,,,,,,,,,,,,,,,,784
green tea,,,,,,,,,,,,,,,,,,,,886
tomatoes,spaghetti,meatballs,french wine,eggs,melons,fresh bread,,,,,,,,,,,,,,473
mineral water,chocolate,french fries,pancakes,,,,,,,,,,,,,,,,,118
french fries,brownies,,,,,,,,,,,,,,,,,,,228
mineral water,,,,,,,,,,,,,,,,,,,,658
energy bar,candy bars,,,,,,,,,,,,,,,,,,,978
tomato juice,candy bars,,,,,,,,,,,,,,,,,,,909
grated cheese,spaghetti,mineral water,eggs,gums,frozen smoothie,body spray,energy drink,,,,,,,,,,,,,719
hot dogs,,,,,,,,,,,,,,,,,,,,701
tomatoes,cookies,green tea,,,,,,,,,,,,,,,,,,710
avocado,cider,eggs,whole wheat rice,french fries,cookies,low fat yogurt,,,,,,,,,,,,,,1000
champagne,,,,,,,,,,,,,,,,,,,,932
mint green tea,cookies,,,,,,,,,,,,,,,,,,,690
cake,chocolate,yogurt cake,,,,,,,,,,,,,,,,,,237
cookies,,,,,,,,,,,,,,,,,,,,648
burgers,ham,chocolate,,,,,,,,,,,,,,,,,,708
eggs,carrots,,,,,,,,,,,,,,,,,,,212
clothes accessories,cookies,,,,,,,,,,,,,,,,,,,344
chocolate,ground beef,mineral water,eggs,rice,low fat yogurt,,,,,,,,,,,,,,,279
french fries,,,,,,,,,,,,,,,,,,,,26
mint green tea,cottage cheese,,,,,,,,,,,,,,,,,,,177
mineral water,chicken,chocolate,escalope,,,,,,,,,,,,,,,,,388
dessert wine,frozen vegetables,spaghetti,,,,,,,,,,,,,,,,,,309
burgers,mineral water,,,,,,,,,,,,,,,,,,,438
pickles,herb & pepper,tomatoes,ground beef,chocolate,green tea,,,,,,,,,,,,,,,92
cookies,honey,,,,,,,,,,,,,,,,,,,961
fresh tuna,fromage blanc,eggs,honey,frozen smoothie,cookies,cottage cheese,brownies,pancakes,energy drink,,,,,,,,,,,835
french fries,,,,,,,,,,,,,,,,,,,,373
cake,gums,green tea,chocolate,champagne,,,,,,,,,,,,,,,,412
frozen vegetables,tomatoes,parmesan cheese,gums,chocolate,french fries,strawberries,,,,,,,,,,,,,,767
shrimp,frozen vegetables,milk,butter,cake,,,,,,,,,,,,,,,,646
tomatoes,,,,,,,,,,,,,,,,,,,,282
milk,,,,,,,,,,,,,,,,,,,,25
ground beef,mineral water,french wine,strong cheese,,,,,,,,,,,,,,,,,389
brownies,yogurt cake,,,,,,,,,,,,,,,,,,,240
burgers,mineral water,milk,olive oil,cake,frozen smoothie,light mayo,,,,,,,,,,,,,,693
french fries,,,,,,,,,,,,,,,,,,,,532
french fries,energy drink,,,,,,,,,,,,,,,,,,,601
mineral water,,,,,,,,,,,,,,,,,,,,747
burgers,frozen vegetables,ground beef,pepper,spaghetti,mineral water,honey,strawberries,,,,,,,,,,,,,529
burgers,ham,milk,,,,,,,,,,,,,,,,,,126
mineral water,cooking oil,french fries,,,,,,,,,,,,,,,,,,796
grated cheese,shrimp,spaghetti,avocado,milk,,,,,,,,,,,,,,,,309
mineral water,pancakes,eggs,frozen smoothie,,,,,,,,,,,,,,,,,396
mineral water,whole wheat rice,,,,,,,,,,,,,,,,,,,301
eggs,cake,barbecue sauce,french fries,body spray,,,,,,,,,,,,,,,,961
mineral water,escalope,,,,,,,,,,,,,,,,,,,717
low fat yogurt,,,,,,,,,,,,,,,,,,,,114
fresh tuna,frozen vegetables,spaghetti,mineral water,milk,chutney,eggs,light cream,cooking oil,tomato juice,green tea,,,,,,,,,,140
burgers,chocolate,french wine,pancakes,,,,,,,,,,,,,,,,,889
escalope,,,,,,,,,,,,,,,,,,,,623
grated cheese,frozen vegetables,mineral water,pancakes,,,,,,,,,,,,,,,,,885
yogurt cake,,,,,,,,,,,,,,,,,,,,564
turkey,frozen vegetables,ground beef,mineral water,chicken,barbecue sauce,sparkling water,,,,,,,,,,,,,,790
escalope,,,,,,,,,,,,,,,,,,,,244
champagne,,,,,,,,,,,,,,,,,,,,526
grated cheese,french fries,frozen smoothie,escalope,pasta,,,,,,,,,,,,,,,,310
mineral water,vegetables mix,chocolate,,,,,,,,,,,,,,,,,,413
pancakes,,,,,,,,,,,,,,,,,,,,80
ground beef,tomato sauce,spaghetti,chicken,salmon,oatmeal,eggplant,green tea,,,,,,,,,,,,,840
brownies,,,,,,,,,,,,,,,,,,,,89
shrimp,ground beef,salmon,strawberries,,,,,,,,,,,,,,,,,864
grated cheese,ground beef,,,,,,,,,,,,,,,,,,,792
salt,green tea,,,,,,,,,,,,,,,,,,,198
eggs,,,,,,,,,,,,,,,,,,,,500
eggs,french fries,,,,,,,,,,,,,,,,,,,361
chocolate,mushroom cream sauce,,,,,,,,,,,,,,,,,,,601
grated cheese,mineral water,green tea,,,,,,,,,,,,,,,,,,171
energy bar,eggs,french fries,melons,,,,,,,,,,,,,,,,,208
french fries,,,,,,,,,,,,,,,,,,,,848
burgers,mineral water,,,,,,,,,,,,,,,,,,,550
turkey,ham,meatballs,pancakes,whole wheat rice,chicken,carrots,,,,,,,,,,,,,,127
mineral water,low fat yogurt,,,,,,,,,,,,,,,,,,,393
escalope,,,,,,,,,,,,,,,,,,,,721
pancakes,,,,,,,,,,,,,,,,,,,,405
ham,soup,olive oil,blueberries,,,,,,,,,,,,,,,,,815
tomatoes,french fries,cookies,,,,,,,,,,,,,,,,,,493
mineral water,,,,,,,,,,,,,,,,,,,,65
escalope,pasta,,,,,,,,,,,,,,,,,,,768
spaghetti,olive oil,eggs,brownies,tomato juice,low fat yogurt,,,,,,,,,,,,,,,774
french fries,strawberries,,,,,,,,,,,,,,,,,,,307
butter,,,,,,,,,,,,,,,,,,,,560
tomatoes,olive oil,french wine,chocolate,frozen smoothie,honey,,,,,,,,,,,,,,,998
shrimp,spaghetti,mineral water,chocolate,oil,protein bar,,,,,,,,,,,,,,,28
ham,eggs,honey,gums,light cream,ham,,,,,,,,,,,,,,,372
chocolate,light mayo,,,,,,,,,,,,,,,,,,,92
soda,escalope,tomato juice,,,,,,,,,,,,,,,,,,895
spaghetti,eggs,,,,,,,,,,,,,,,,,,,229
burgers,pancakes,,,,,,,,,,,,,,,,,,,236
yams,,,,,,,,,,,,,,,,,,,,544
milk,,,,,,,,,,,,,,,,,,,,730
grated cheese,spaghetti,butter,,,,,,,,,,,,,,,,,,570
muffins,eggs,pancakes,,,,,,,,,,,,,,,,,,286
herb & pepper,,,,,,,,,,,,,,,,,,,,552
escalope,,,,,,,,,,,,,,,,,,,,666
french fries,,,,,,,,,,,,,,,,,,,,661
eggs,honey,,,,,,,,,,,,,,,,,,,88
tomatoes,chocolate,,,,,,,,,,,,,,,,,,,934
frozen vegetables,milk,bug spray,escalope,,,,,,,,,,,,,,,,,75
candy bars,,,,,,,,,,,,,,,,,,,,870
escalope,,,,,,,,,,,,,,,,,,,,670
mineral water,frozen smoothie,strawberries,green tea,,,,,,,,,,,,,,,,,617
chocolate,frozen vegetables,pancakes,champagne,,,,,,,,,,,,,,,,,889
cookies,,,,,,,,,,,,,,,,,,,,256
pepper,mineral water,,,,,,,,,,,,,,,,,,,255
spaghetti,avocado,honey,clothes accessories,,,,,,,,,,,,,,,,,988
turkey,frozen vegetables,spaghetti,mineral water,chocolate,vegetables mix,frozen smoothie,,,,,,,,,,,,,,103
spaghetti,mineral water,,,,,,,,,,,,,,,,,,,383
champagne,,,,,,,,,,,,,,,,,,,,93
spaghetti,chicken,,,,,,,,,,,,,,,,,,,192
cookies,,,,,,,,,,,,,,,,,,,,762
frozen vegetables,spaghetti,mineral water,bacon,whole wheat rice,eggplant,french fries,champagne,escalope,shampoo,,,,,,,,,,,827
frozen smoothie,cottage cheese,low fat yogurt,,,,,,,,,,,,,,,,,,100
whole wheat pasta,eggs,cake,frozen smoothie,cookies,,,,,,,,,,,,,,,,173
spaghetti,whole wheat rice,cake,chocolate,cookies,,,,,,,,,,,,,,,,82
spaghetti,,,,,,,,,,,,,,,,,,,,74
ham,milk,chicken,whole wheat rice,ham,eggplant,,,,,,,,,,,,,,,166
spaghetti,mineral water,avocado,strawberries,,,,,,,,,,,,,,,,,452
fresh tuna,,,,,,,,,,,,,,,,,,,,407
pancakes,yogurt cake,,,,,,,,,,,,,,,,,,,396
turkey,mineral water,honey,whole wheat rice,,,,,,,,,,,,,,,,,825
fromage blanc,honey,chicken,cereals,french fries,frozen smoothie,light mayo,green tea,,,,,,,,,,,,,657
eggs,,,,,,,,,,,,,,,,,,,,465
strawberries,,,,,,,,,,,,,,,,,,,,905
ground beef,tomato sauce,,,,,,,,,,,,,,,,,,,489
frozen vegetables,avocado,milk,french fries,light mayo,,,,,,,,,,,,,,,,194
protein bar,,,,,,,,,,,,,,,,,,,,135
frozen vegetables,tomatoes,fromage blanc,eggs,champagne,frozen smoothie,light mayo,,,,,,,,,,,,,,337
burgers,milk,cereals,,,,,,,,,,,,,,,,,,597
french fries,shallot,,,,,,,,,,,,,,,,,,,377
gums,,,,,,,,,,,,,,,,,,,,150
turkey,spaghetti,eggs,honey,french fries,champagne,pancakes,protein bar,,,,,,,,,,,,,776
burgers,vegetables mix,green tea,,,,,,,,,,,,,,,,,,747
shrimp,frozen vegetables,tomatoes,strawberries,,,,,,,,,,,,,,,,,272
mineral water,milk,cake,whole weat flour,french fries,,,,,,,,,,,,,,,,854
champagne,cookies,,,,,,,,,,,,,,,,,,,482
frozen vegetables,mineral water,low fat yogurt,green tea,,,,,,,,,,,,,,,,,689
herb & pepper,spaghetti,escalope,mushroom cream sauce,green tea,,,,,,,,,,,,,,,,45
spaghetti,,,,,,,,,,,,,,,,,,,,617
turkey,frozen vegetables,tomatoes,avocado,energy bar,pancakes,light cream,cooking oil,pet food,oatmeal,,,,,,,,,,,338
burgers,tomatoes,soup,french fries,cookies,body spray,green tea,,,,,,,,,,,,,,631
mineral water,milk,cider,chocolate,french fries,,,,,,,,,,,,,,,,682
burgers,fresh tuna,tomatoes,pepper,spaghetti,french wine,honey,chocolate,green tea,,,,,,,,,,,,216
escalope,,,,,,,,,,,,,,,,,,,,85
cereals,,,,,,,,,,,,,,,,,,,,57
gluten free bar,,,,,,,,,,,,,,,,,,,,658
spaghetti,gums,,,,,,,,,,,,,,,,,,,417
ham,spaghetti,hot dogs,,,,,,,,,,,,,,,,,,674
burgers,frozen vegetables,chocolate,vegetables mix,rice,frozen smoothie,,,,,,,,,,,,,,,494
mineral water,whole wheat rice,,,,,,,,,,,,,,,,,,,64
frozen vegetables,mineral water,pancakes,mushroom cream sauce,mayonnaise,,,,,,,,,,,,,,,,650
burgers,butter,whole wheat rice,oil,cookies,green tea,,,,,,,,,,,,,,,294
eggs,cake,,,,,,,,,,,,,,,,,,,108
muffins,gums,,,,,,,,,,,,,,,,,,,413
dessert wine,mineral water,eggs,french fries,,,,,,,,,,,,,,,,,869
turkey,red wine,frozen vegetables,spaghetti,mineral water,milk,olive oil,eggs,cauliflower,low fat yogurt,,,,,,,,,,,884
strawberries,melons,,,,,,,,,,,,,,,,,,,743
french fries,hot dogs,body spray,light mayo,,,,,,,,,,,,,,,,,968
chocolate,avocado,milk,eggs,cooking oil,strawberries,,,,,,,,,,,,,,,596
chocolate,frozen vegetables,tomatoes,spaghetti,,,,,,,,,,,,,,,,,294
burgers,eggs,chocolate,french fries,low fat yogurt,green tea,,,,,,,,,,,,,,,342
french fries,,,,,,,,,,,,,,,,,,,,381
cereals,,,,,,,,,,,,,,,,,,,,498
tomatoes,meatballs,butter,muffins,eggs,babies food,low fat yogurt,,,,,,,,,,,,,,132
black tea,muffins,,,,,,,,,,,,,,,,,,,755
mineral water,honey,low fat yogurt,,,,,,,,,,,,,,,,,,134
french fries,,,,,,,,,,,,,,,,,,,,588
chocolate,honey,,,,,,,,,,,,,,,,,,,210
spaghetti,soup,cake,rice,tomato juice,zucchini,,,,,,,,,,,,,,,512
cake,mint green tea,,,,,,,,,,,,,,,,,,,221
muffins,escalope,white wine,green tea,,,,,,,,,,,,,,,,,798
burgers,,,,,,,,,,,,,,,,,,,,797
shrimp,milk,olive oil,green tea,,,,,,,,,,,,,,,,,124
pancakes,,,,,,,,,,,,,,,,,,,,657
energy bar,,,,,,,,,,,,,,,,,,,,731
chocolate,,,,,,,,,,,,,,,,,,,,62
burgers,spaghetti,avocado,,,,,,,,,,,,,,,,,,588
olive oil,,,,,,,,,,,,,,,,,,,,282
ground beef,spaghetti,mineral water,eggs,chicken,cereals,french fries,protein bar,,,,,,,,,,,,,219
muffins,french fries,,,,,,,,,,,,,,,,,,,567
ham,tomatoes,mineral water,soup,milk,vegetables mix,cake,bramble,frozen smoothie,escalope,hot dogs,cottage cheese,low fat yogurt,,,,,,,,742
turkey,fresh tuna,frozen vegetables,tomatoes,parmesan cheese,spaghetti,mineral water,milk,almonds,vegetables mix,nonfat milk,whole wheat rice,,,,,,,,,738
frozen vegetables,avocado,milk,almonds,chicken,eggs,whole wheat rice,green beans,frozen smoothie,,,,,,,,,,,,515
chocolate,ground beef,spaghetti,mineral water,salmon,pancakes,whole wheat rice,green beans,,,,,,,,,,,,,45
ground beef,spaghetti,honey,extra dark chocolate,,,,,,,,,,,,,,,,,504
spaghetti,frozen smoothie,hot dogs,fresh bread,,,,,,,,,,,,,,,,,598
green tea,tea,,,,,,,,,,,,,,,,,,,858
french fries,,,,,,,,,,,,,,,,,,,,791
chocolate,grated cheese,cooking oil,escalope,,,,,,,,,,,,,,,,,865
muffins,,,,,,,,,,,,,,,,,,,,658
red wine,chicken,whole wheat rice,,,,,,,,,,,,,,,,,,149
grated cheese,eggs,,,,,,,,,,,,,,,,,,,157
muffins,,,,,,,,,,,,,,,,,,,,65
spaghetti,green tea,french fries,shampoo,,,,,,,,,,,,,,,,,201
escalope,,,,,,,,,,,,,,,,,,,,723
champagne,white wine,,,,,,,,,,,,,,,,,,,764
herb & pepper,frozen vegetables,mineral water,cooking oil,french fries,toothpaste,,,,,,,,,,,,,,,499
mineral water,ham,frozen smoothie,,,,,,,,,,,,,,,,,,127
chocolate,milk,olive oil,,,,,,,,,,,,,,,,,,992
avocado,yogurt cake,,,,,,,,,,,,,,,,,,,420
cake,cooking oil,green tea,,,,,,,,,,,,,,,,,,683
burgers,mineral water,milk,,,,,,,,,,,,,,,,,,427
pepper,vegetables mix,,,,,,,,,,,,,,,,,,,336
frozen vegetables,spaghetti,butter,pancakes,mint,,,,,,,,,,,,,,,,735
muffins,,,,,,,,,,,,,,,,,,,,479
french fries,,,,,,,,,,,,,,,,,,,,32
cake,french fries,,,,,,,,,,,,,,,,,,,706
ham,spaghetti,mineral water,french wine,frozen smoothie,cottage cheese,,,,,,,,,,,,,,,590
mineral water,french wine,eggs,chocolate,,,,,,,,,,,,,,,,,414
soda,,,,,,,,,,,,,,,,,,,,351
shallot,,,,,,,,,,,,,,,,,,,,389
tomatoes,mineral water,,,,,,,,,,,,,,,,,,,73
cookies,,,,,,,,,,,,,,,,,,,,280
pet food,french fries,,,,,,,,,,,,,,,,,,,642
grated cheese,milk,,,,,,,,,,,,,,,,,,,310
meatballs,,,,,,,,,,,,,,,,,,,,123
